Név,Dátum,Nyitó ár,Maximum ár,Minimum ár,Utolsó ár
BUX,2014.03.20.,17007.958385,17119.422353,16854.847743,16954.644966
BUX,2014.03.21.,16954.144203,17275.114419,16759.991537,16759.991537
BUX,2014.03.24.,16723.737588,16957.020896,16676.546574,16825.501984
BUX,2014.03.25.,16798.728685,17002.97916,16798.728685,16827.736383
BUX,2014.03.26.,16876.852513,17074.124071,16863.291042,16963.308825
BUX,2014.03.27.,16970.6508,17171.076786,16863.766969,16996.657519
BUX,2014.03.28.,17024.363949,17505.796091,17007.486992,17390.312561
BUX,2014.03.31.,17432.359948,17602.457424,17305.900984,17529.994573
BUX,2014.04.01.,17513.048542,17644.380181,17427.323394,17643.292982
BUX,2014.04.02.,17654.507927,18021.108891,17607.458685,18021.108891
BUX,2014.04.03.,18021.372943,18203.301211,18021.372943,18167.904396
BUX,2014.04.04.,18160.921979,18195.34107,17858.918795,17990.040155
BUX,2014.04.07.,17942.561538,18109.581792,17778.39713,18109.581792
BUX,2014.04.08.,18102.330285,18149.541085,17871.648211,18052.246779
BUX,2014.04.09.,18031.947099,18216.300034,18005.260505,18150.211042
BUX,2014.04.10.,18156.14231,18257.451316,18046.727611,18126.256491
BUX,2014.04.11.,18120.061193,18120.061193,17839.459176,17965.253318
BUX,2014.04.14.,17965.15176,17969.067612,17697.762757,17797.714616
BUX,2014.04.15.,17758.861259,17839.411291,17345.603491,17345.603491
BUX,2014.04.16.,17360.982826,17593.404244,17312.779566,17407.972046
BUX,2014.04.17.,17413.801733,17702.767913,17413.801733,17702.767913
BUX,2014.04.22.,17692.151304,17885.566486,17677.032059,17884.560612
BUX,2014.04.23.,17889.352571,17981.006396,17774.540233,17774.540233
BUX,2014.04.24.,17789.541765,17914.709604,17573.503924,17573.503924
BUX,2014.04.25.,17597.6198,17597.6198,17432.502423,17571.411781
BUX,2014.04.28.,17583.469719,17650.538071,17474.570308,17540.663573
BUX,2014.04.29.,17538.287104,17682.487166,17538.287104,17616.007798
BUX,2014.04.30.,17615.823014,17615.823014,17434.526876,17434.526876
BUX,2014.05.05.,17430.352022,17455.934203,17220.474722,17373.536279
BUX,2014.05.06.,17375.648804,17660.384248,17346.36072,17660.384248
BUX,2014.05.07.,17700.457815,17987.425109,17611.794553,17986.104848
BUX,2014.05.08.,17925.616298,18122.542068,17923.7277,18102.13837
BUX,2014.05.09.,18102.239928,18164.037868,17991.752871,18156.804407
BUX,2014.05.12.,18166.412329,18242.751615,18049.987824,18237.084422
BUX,2014.05.13.,18239.892566,18326.965303,18049.348165,18135.093754
BUX,2014.05.14.,18160.65096,18278.968166,18071.99533,18277.549062
BUX,2014.05.15.,18281.946653,18416.763852,18165.291569,18238.109608
BUX,2014.05.16.,18240.136979,18437.597576,18147.65714,18435.220998
BUX,2014.05.19.,18432.734968,18658.298752,18381.731917,18644.170384
BUX,2014.05.20.,18644.94338,18814.508956,18636.423167,18814.508956
BUX,2014.05.21.,18814.508956,18909.809169,18726.811652,18890.561521
BUX,2014.05.22.,18917.972485,19111.522965,18917.972485,19092.40116
BUX,2014.05.23.,19090.443234,19199.032918,18988.373032,19193.182995
BUX,2014.05.26.,19201.014699,19222.822994,19087.799253,19105.81483
BUX,2014.05.27.,19104.298394,19193.778001,19011.337776,19051.172599
BUX,2014.05.28.,19048.105461,19048.105461,18902.353974,18968.152555
BUX,2014.05.29.,18967.733175,19058.886835,18917.704543,19058.728129
BUX,2014.05.30.,19067.937328,19338.813432,19040.744631,19264.417175
BUX,2014.06.02.,19270.860018,19522.724756,19251.974876,19300.543661
BUX,2014.06.03.,19313.743322,19313.743322,19122.13085,19129.16913
BUX,2014.06.04.,19122.816575,19183.2374,18949.931354,19089.092071
BUX,2014.06.05.,19089.744391,19253.026176,18920.477321,18954.649253
BUX,2014.06.06.,19025.366025,19065.326825,18859.034183,19065.326825
BUX,2014.06.10.,19086.75356,19234.149327,18956.784701,19071.733957
BUX,2014.06.11.,19090.438315,19103.309025,18704.994191,19006.601256
BUX,2014.06.12.,18967.726189,19015.698979,18792.617509,18912.093689
BUX,2014.06.13.,18944.830588,18944.830588,18684.68024,18796.523258
BUX,2014.06.16.,18771.100805,18867.27106,18599.719769,18851.915472
BUX,2014.06.17.,18853.231601,18881.430022,18695.194279,18695.194279
BUX,2014.06.18.,18728.443665,18970.945822,18670.103408,18970.945822
BUX,2014.06.19.,18968.990807,19155.286447,18881.682088,19086.906412
BUX,2014.06.20.,19078.287308,19144.607009,18953.37928,18953.37928
BUX,2014.06.23.,18955.293704,19095.810571,18918.176129,19072.200794
BUX,2014.06.24.,19095.919781,19116.925959,18982.717188,19018.845521
BUX,2014.06.25.,19032.772899,19033.560924,18838.325296,18896.691089
BUX,2014.06.26.,18885.283304,18908.613506,18474.327134,18511.016759
BUX,2014.06.27.,18566.743363,18729.388028,18505.509647,18729.388028
BUX,2014.06.30.,18695.895283,18704.40789,18543.481887,18605.777346
BUX,2014.07.01.,18615.836799,18670.948373,18440.908187,18494.927851
BUX,2014.07.02.,18495.608222,18539.483416,18349.255643,18539.483416
BUX,2014.07.03.,18541.529473,18612.986424,18462.296951,18612.986424
BUX,2014.07.04.,18611.915087,18611.915087,18325.259979,18446.500605
BUX,2014.07.07.,18470.883186,18541.245668,18278.34267,18541.245668
BUX,2014.07.08.,18513.906749,18546.198006,18319.23029,18329.789673
BUX,2014.07.09.,18380.549531,18421.422899,17962.691514,18005.860325
BUX,2014.07.10.,18002.549697,18024.284208,17601.735994,17854.110766
BUX,2014.07.11.,17880.709496,17962.168153,17696.989935,17902.464839
BUX,2014.07.14.,17918.833289,18108.049851,17918.833289,18089.781673
BUX,2014.07.15.,18089.781673,18217.536788,18068.072232,18144.254792
BUX,2014.07.16.,18148.073621,18220.877138,18132.790497,18161.821197
BUX,2014.07.17.,18173.155584,18173.155584,17996.841797,18026.451703
BUX,2014.07.18.,18017.08778,18017.08778,17775.965366,17924.695179
BUX,2014.07.21.,17901.898709,17986.898633,17842.670711,17956.260212
BUX,2014.07.22.,17990.744769,18116.250652,17990.744769,18104.860799
BUX,2014.07.23.,18126.708349,18144.980033,17959.039547,18004.51004
BUX,2014.07.24.,17990.872515,17996.80376,17872.653314,17952.634535
BUX,2014.07.25.,17948.542423,17948.997967,17803.234746,17860.746789
BUX,2014.07.28.,17900.228568,17916.811871,17790.171678,17903.945985
BUX,2014.07.29.,17876.819151,17925.77708,17783.703053,17865.457356
BUX,2014.07.30.,17896.621055,17942.220462,17806.826075,17823.932951
BUX,2014.07.31.,17790.472587,17790.557634,17446.257442,17521.842211
BUX,2014.08.01.,17540.55171,17700.59063,17495.209257,17700.59063
BUX,2014.08.04.,17706.444089,17741.755384,17612.566347,17655.692346
BUX,2014.08.05.,17678.268205,17783.789708,17614.846935,17651.899054
BUX,2014.08.06.,17624.410258,17663.504994,17326.20911,17346.547588
BUX,2014.08.07.,17325.983362,17340.378878,17130.955017,17137.403565
BUX,2014.08.08.,17104.96424,17208.656415,17000.739939,17092.374307
BUX,2014.08.11.,17145.744201,17378.005177,17139.812956,17273.999079
BUX,2014.08.12.,17276.357665,17293.596542,17044.278564,17082.217674
BUX,2014.08.13.,17088.695015,17423.898362,17088.695015,17423.898362
BUX,2014.08.14.,17434.806788,17442.908846,17335.409716,17411.508509
BUX,2014.08.15.,17409.97494,17575.856366,17409.97494,17506.092621
BUX,2014.08.18.,17511.216164,17747.080963,17511.216164,17670.581358
BUX,2014.08.19.,17755.773195,17851.951035,17714.127445,17715.559456
BUX,2014.08.21.,17715.167099,17969.508606,17715.167099,17963.97883
BUX,2014.08.22.,17970.89105,18018.311568,17761.854804,17802.522665
BUX,2014.08.25.,17861.432555,17963.000864,17852.60339,17885.209285
BUX,2014.08.26.,17900.900368,18017.21004,17857.989569,18007.239672
BUX,2014.08.27.,18006.946834,18023.449206,17932.848269,18023.449206
BUX,2014.08.28.,18023.831915,18023.831915,17598.558097,17648.895889
BUX,2014.08.29.,17699.629978,17828.072555,17669.380585,17779.763414
BUX,2014.09.01.,17787.920062,17890.597497,17716.325953,17881.224051
BUX,2014.09.02.,17940.460973,18058.24045,17910.588963,17969.676964
BUX,2014.09.03.,17969.676964,18415.302577,17969.676964,18415.302577
BUX,2014.09.04.,18415.475011,18655.180016,18336.709747,18630.556005
BUX,2014.09.05.,18630.556005,18631.876266,18523.641944,18591.71921
BUX,2014.09.08.,18591.455158,18654.310662,18493.361636,18561.292931
BUX,2014.09.09.,18548.850936,18680.169928,18385.538147,18670.016792
BUX,2014.09.10.,18657.981867,18766.810734,18477.723319,18709.492357
BUX,2014.09.11.,18698.61084,18746.984048,18567.053589,18638.278354
BUX,2014.09.12.,18654.689647,18691.79933,18560.999322,18691.79933
BUX,2014.09.15.,18677.824422,18721.116631,18578.37594,18675.804594
BUX,2014.09.16.,18682.080708,18766.361356,18567.875398,18727.682085
BUX,2014.09.17.,18762.051194,18807.697162,18720.747743,18775.531854
BUX,2014.09.18.,18793.739437,18806.398873,18607.90153,18749.342246
BUX,2014.09.19.,18767.756751,18796.224335,18412.396902,18412.396902
BUX,2014.09.22.,18413.720085,18597.055879,18340.354946,18522.769506
BUX,2014.09.23.,18528.612929,18528.612929,18257.125765,18257.125765
BUX,2014.09.24.,18206.160165,18270.242481,18025.805704,18092.859606
BUX,2014.09.25.,18022.481141,18187.176494,17761.268374,17839.723628
BUX,2014.09.26.,17830.646065,17860.897876,17564.705485,17619.508243
BUX,2014.09.29.,17679.595151,17855.458873,17573.828434,17838.871823
BUX,2014.09.30.,17837.873068,17997.442231,17837.873068,17884.705239
BUX,2014.10.01.,17916.739194,17959.390497,17824.595975,17959.390497
BUX,2014.10.02.,17940.755609,17940.755609,17680.755273,17717.775551
BUX,2014.10.03.,17728.421525,17927.094724,17727.572121,17894.33301
BUX,2014.10.06.,17944.140926,18108.673431,17943.631283,18031.430362
BUX,2014.10.07.,18019.840943,18054.823763,17854.730963,17963.827857
BUX,2014.10.08.,17961.569881,17967.413304,17709.544076,17710.83385
BUX,2014.10.09.,17755.018616,17997.45961,17755.018616,17825.153503
BUX,2014.10.10.,17783.64194,17783.64194,17579.592672,17701.045872
BUX,2014.10.13.,17645.174261,17818.867938,17602.693071,17741.536268
BUX,2014.10.14.,17717.990078,17785.818924,17604.839224,17677.864687
BUX,2014.10.15.,17670.174411,17760.431985,17435.210368,17503.481829
BUX,2014.10.16.,17494.669528,17546.91039,17238.276907,17319.420765
BUX,2014.10.17.,17342.492663,17714.86096,17339.316185,17648.882284
BUX,2014.10.20.,17631.352015,17656.51589,17336.259071,17336.259071
BUX,2014.10.21.,17373.19348,17512.385552,17241.002252,17493.350181
BUX,2014.10.22.,17489.204716,17514.600901,17295.719549,17298.244948
BUX,2014.10.27.,17352.075633,17502.750218,17065.29766,17129.748204
BUX,2014.10.28.,17167.432162,17196.240117,17035.878881,17037.951614
BUX,2014.10.29.,17072.929374,17173.025491,16821.952364,16898.910255
BUX,2014.10.30.,16941.03486,17159.089322,16837.339754,17146.966291
BUX,2014.10.31.,17186.335635,17348.474328,17186.201765,17320.315132
BUX,2014.11.03.,17264.937707,17350.313853,17174.052888,17350.313853
BUX,2014.11.04.,17354.019555,17426.44224,17129.728723,17156.314502
BUX,2014.11.05.,17165.922733,17308.773727,17165.922733,17272.266246
BUX,2014.11.06.,17321.711662,17323.598501,17138.30923,17156.368782
BUX,2014.11.07.,17181.422648,17221.733964,17062.716908,17123.763809
BUX,2014.11.10.,17098.89102,17640.643925,17079.693998,17624.994738
BUX,2014.11.11.,17605.657617,17692.924942,17381.044233,17384.037764
BUX,2014.11.12.,17398.61248,17564.087151,17361.591072,17437.594498
BUX,2014.11.13.,17453.39515,17541.908229,17433.097894,17456.563007
BUX,2014.11.14.,17456.219566,17494.695439,17358.468142,17382.946152
BUX,2014.11.17.,17382.846097,17384.858242,17206.768957,17310.386961
BUX,2014.11.18.,17309.352195,17449.50336,17284.184825,17449.50336
BUX,2014.11.19.,17450.827232,17593.85095,17431.397211,17585.793555
BUX,2014.11.20.,17586.088258,17586.088258,17412.827957,17504.383278
BUX,2014.11.21.,17504.477873,17546.888053,17445.120572,17445.120572
BUX,2014.11.24.,17446.340073,17516.757049,17306.700432,17362.665843
BUX,2014.11.25.,17362.665843,17606.864156,17339.596942,17606.864156
BUX,2014.11.26.,17606.469311,17621.691464,17496.506864,17552.45755
BUX,2014.11.27.,17578.169647,17585.733921,17475.653697,17488.210552
BUX,2014.11.28.,17470.532731,17493.54346,17233.597273,17350.089277
BUX,2014.12.01.,17288.094941,17288.26486,17044.525096,17086.3401
BUX,2014.12.02.,17067.595792,17232.364418,17067.595792,17193.264111
BUX,2014.12.03.,17218.052884,17313.631178,17158.642706,17281.569014
BUX,2014.12.04.,17318.528254,17569.563859,17318.528254,17399.467
BUX,2014.12.05.,17431.759657,17752.307439,17415.941834,17751.872935
BUX,2014.12.08.,17765.328209,17779.822144,17615.910437,17747.900271
BUX,2014.12.09.,17683.014728,17683.014728,17521.055445,17605.2793
BUX,2014.12.10.,17637.77211,17792.85217,17609.049681,17621.96137
BUX,2014.12.11.,17621.861293,17622.156062,17463.089962,17463.6795
BUX,2014.12.12.,17469.651146,17530.731795,17282.444222,17318.447717
BUX,2014.12.15.,17257.898985,17386.697589,16975.506415,16984.225948
BUX,2014.12.16.,16970.600756,17012.14814,15907.906193,16169.176869
BUX,2014.12.17.,16197.432944,16355.357888,15861.81515,16253.844649
BUX,2014.12.18.,16254.524323,16533.478865,16154.036146,16199.492923
BUX,2014.12.19.,16193.478287,16463.309703,16193.185047,16382.703017
BUX,2014.12.22.,16381.953302,16540.486168,16381.953302,16540.486168
BUX,2014.12.23.,16519.754253,16652.14465,16459.968315,16519.041672
BUX,2014.12.29.,16519.041672,16594.233878,16437.251871,16519.159898
BUX,2014.12.30.,16508.370009,16634.00044,16447.317931,16634.00044
BUX,2015.01.05.,16634.230573,16634.230573,16327.125022,16414.803631
BUX,2015.01.06.,16377.238261,16404.487586,16172.316066,16173.60981
BUX,2015.01.07.,16196.153165,16310.204556,16075.664604,16191.369574
BUX,2015.01.08.,16225.620351,16509.862452,16221.249477,16441.679869
BUX,2015.01.09.,16441.582371,16470.535752,16222.745142,16222.745142
BUX,2015.01.12.,16256.182723,16293.862379,16043.827894,16158.76652
BUX,2015.01.13.,16125.620606,16198.015935,16041.530185,16140.264296
BUX,2015.01.14.,16125.474654,16159.677304,16014.551399,16066.128138
BUX,2015.01.15.,16063.373858,16179.65433,15650.596711,15686.694551
BUX,2015.01.16.,15710.243338,15802.775594,15596.557424,15755.904764
BUX,2015.01.19.,15764.571805,15849.709412,15744.505097,15802.539353
BUX,2015.01.20.,15809.677814,16265.007565,15805.531431,16265.007565
BUX,2015.01.21.,16300.591658,16497.291482,16239.011963,16392.434498
BUX,2015.01.22.,16393.167598,16776.868555,16393.167598,16776.868555
BUX,2015.01.23.,16794.136767,16876.708185,16678.331101,16759.095429
BUX,2015.01.26.,16725.754446,16895.360673,16484.058097,16890.950157
BUX,2015.01.27.,16881.531465,16962.988684,16810.550761,16952.240478
BUX,2015.01.28.,16980.033945,17179.600217,16918.987761,16918.987761
BUX,2015.01.29.,16904.18696,16904.18696,16616.52022,16667.987945
BUX,2015.01.30.,16649.751404,16742.49506,16478.788387,16530.926128
BUX,2015.02.02.,16652.797093,16738.959684,16499.243707,16719.071542
BUX,2015.02.03.,16743.239564,17258.055316,16743.239564,17258.055316
BUX,2015.02.04.,17259.821156,17492.804279,17084.177045,17350.832324
BUX,2015.02.05.,17299.188206,17427.387211,17096.034958,17211.606043
BUX,2015.02.06.,17247.317418,17339.130394,17083.276883,17339.130394
BUX,2015.02.09.,17253.391444,17747.105919,16955.635385,17665.689617
BUX,2015.02.10.,17651.416627,17977.953988,17651.416627,17942.134051
BUX,2015.02.11.,17922.404735,17922.473363,17605.90446,17744.908014
BUX,2015.02.12.,17747.663886,18160.824527,17718.741345,18113.163015
BUX,2015.02.13.,18131.821738,18170.575742,18014.786276,18083.816345
BUX,2015.02.16.,18039.88229,18039.88229,17865.562549,17870.651668
BUX,2015.02.17.,17847.163881,18030.710457,17718.41598,17913.106637
BUX,2015.02.18.,17981.496807,18167.757277,17971.893778,18082.267802
BUX,2015.02.19.,18065.841465,18160.406549,18009.199702,18080.362059
BUX,2015.02.20.,18114.761948,18169.65406,17994.416315,18011.536866
BUX,2015.02.23.,18040.263325,18208.761248,18040.263325,18205.378152
BUX,2015.02.24.,18254.439492,18575.469085,18182.384523,18507.839036
BUX,2015.02.25.,18514.648147,18650.424232,18497.078171,18567.30383
BUX,2015.02.26.,18539.682235,18656.800458,18478.697112,18490.938675
BUX,2015.02.27.,18478.499526,18514.833655,18210.193423,18210.193423
BUX,2015.03.02.,18234.731884,18266.624722,17994.056807,18009.662189
BUX,2015.03.03.,18056.755647,18188.339479,17792.358806,17808.58183
BUX,2015.03.04.,17822.499712,17934.626225,17737.523878,17824.281446
BUX,2015.03.05.,17841.715521,18020.979757,17841.456772,17897.112521
BUX,2015.03.06.,17908.046357,18326.070912,17908.046357,18283.401627
BUX,2015.03.09.,18306.780495,18457.744528,18262.967758,18370.17006
BUX,2015.03.10.,18364.496912,18511.885314,18329.362874,18380.682891
BUX,2015.03.11.,18367.815768,18716.575284,18354.873985,18684.497837
BUX,2015.03.12.,18694.343157,18826.543101,18497.219704,18785.402725
BUX,2015.03.13.,18792.031907,18849.192847,18605.618426,18666.385935
BUX,2015.03.16.,18672.230652,18758.52694,18634.555885,18674.969808
BUX,2015.03.17.,18726.575867,18732.100186,18609.867069,18630.842085
BUX,2015.03.18.,18598.08682,18623.742558,18488.597729,18522.421879
BUX,2015.03.19.,18621.696136,18918.481644,18621.696136,18915.74251
BUX,2015.03.20.,18943.832132,19235.969391,18929.821594,19226.025616
BUX,2015.03.23.,19227.647309,19420.629925,19174.908693,19327.383445
BUX,2015.03.24.,19311.837515,19533.203663,19144.750121,19533.203663
BUX,2015.03.25.,19526.709774,20322.113515,19452.928407,20106.094647
BUX,2015.03.26.,20075.720371,20244.882222,19823.63971,20191.103397
BUX,2015.03.27.,20185.311692,20235.535771,19852.852504,19964.680869
BUX,2015.03.30.,19952.895209,20174.120378,19952.895209,20045.915414
BUX,2015.03.31.,20021.301024,20107.527259,19584.238933,19689.157568
BUX,2015.04.01.,19736.167121,19913.71652,19642.578903,19654.629224
BUX,2015.04.02.,19620.946375,20021.066242,19620.946375,20002.449679
BUX,2015.04.07.,20097.677827,20534.065096,20097.677827,20462.453583
BUX,2015.04.08.,20424.884252,20901.188216,20424.884252,20804.90837
BUX,2015.04.09.,20776.806716,20893.455397,20647.424189,20848.305891
BUX,2015.04.10.,20844.560771,21191.831606,20812.267075,21152.476155
BUX,2015.04.13.,21158.173843,22230.095484,21158.173843,22230.095484
BUX,2015.04.14.,22213.247842,22583.327838,21720.311611,21975.219097
BUX,2015.04.15.,21928.439944,22233.930453,21795.601503,22077.641472
BUX,2015.04.16.,22142.335062,22255.108139,21874.368252,21900.532597
BUX,2015.04.17.,21883.691172,21930.533604,21302.944911,21326.987106
BUX,2015.04.20.,21289.411558,21693.118499,21234.907169,21642.724763
BUX,2015.04.21.,21746.815388,22085.631284,21746.815388,21903.374566
BUX,2015.04.22.,21921.025588,22015.405901,21794.361656,21955.289205
BUX,2015.04.23.,21926.286164,22050.589786,21864.346642,22050.589786
BUX,2015.04.24.,22076.65953,22420.433678,22058.140142,22420.433678
BUX,2015.04.27.,22400.380029,22860.767203,22400.380029,22821.788918
BUX,2015.04.28.,22857.885486,23046.505289,22682.325321,22789.25606
BUX,2015.04.29.,22739.054943,22862.31601,22320.455819,22321.23071
BUX,2015.04.30.,22359.332644,22767.958491,22137.235662,22612.455461
BUX,2015.05.04.,22652.562759,22837.552574,22554.032392,22554.032392
BUX,2015.05.05.,22648.457287,22816.488096,22587.949021,22588.619246
BUX,2015.05.06.,22709.836367,22850.533284,22641.091224,22850.533284
BUX,2015.05.07.,22802.038002,22830.085185,22494.649891,22731.640971
BUX,2015.05.08.,22816.117128,22937.683893,22551.90697,22742.939332
BUX,2015.05.11.,22704.29634,22791.913489,22640.509866,22714.488303
BUX,2015.05.12.,22691.156973,22691.156973,22414.502755,22529.131526
BUX,2015.05.13.,22493.651163,22568.626546,22248.457124,22393.967846
BUX,2015.05.14.,22423.898442,22424.398375,22195.907794,22196.604823
BUX,2015.05.15.,22202.598778,22465.541948,22190.649017,22393.005674
BUX,2015.05.18.,22393.702703,22416.220791,22169.014286,22251.277254
BUX,2015.05.19.,22258.23824,22446.908117,22227.488565,22333.715499
BUX,2015.05.20.,22345.353265,22472.765103,22229.287644,22231.293008
BUX,2015.05.21.,22225.66245,22249.889387,21911.43309,22185.554145
BUX,2015.05.22.,22115.560153,22237.238947,22105.593319,22189.958879
BUX,2015.05.26.,22190.147273,22254.362107,22058.049503,22117.906469
BUX,2015.05.27.,22113.462963,22488.293778,22079.734844,22482.746566
BUX,2015.05.28.,22501.143629,22576.151521,22402.148485,22445.821408
BUX,2015.05.29.,22446.023659,22563.745009,22328.723664,22378.743603
BUX,2015.06.01.,22480.37246,22557.375972,22266.386605,22312.204732
BUX,2015.06.02.,22313.142347,22388.8753,22152.558181,22386.479271
BUX,2015.06.03.,22418.177882,22432.756961,22300.924728,22389.828836
BUX,2015.06.04.,22377.211314,22410.812154,22072.259263,22303.769577
BUX,2015.06.05.,22322.562624,22473.154818,22270.362173,22326.946271
BUX,2015.06.08.,22302.316783,22302.316783,21842.673506,21842.673506
BUX,2015.06.09.,21801.076805,22080.168192,21691.378882,22036.053635
BUX,2015.06.10.,22040.33593,22073.949461,21875.441938,21964.716953
BUX,2015.06.11.,22035.467936,22279.931475,21945.847825,22215.735747
BUX,2015.06.12.,22180.504229,22225.802889,21879.141668,21879.141668
BUX,2015.06.15.,21829.403054,21838.802973,21608.273098,21799.821304
BUX,2015.06.16.,21770.446559,21770.446559,21522.853089,21693.462275
BUX,2015.06.17.,21726.069354,21814.488392,21454.759939,21720.148242
BUX,2015.06.18.,21719.503161,21719.503161,21386.651745,21529.131011
BUX,2015.06.19.,21513.362817,21597.413836,21429.667273,21470.938306
BUX,2015.06.22.,21677.675086,21800.346322,21592.283438,21775.404931
BUX,2015.06.23.,21810.245543,22102.57579,21810.245543,21999.313248
BUX,2015.06.24.,21971.768561,22098.965636,21755.666011,21844.657102
BUX,2015.06.25.,21740.833633,21906.949631,21476.741069,21476.741069
BUX,2015.06.26.,21384.181708,21843.429334,21384.181708,21807.500372
BUX,2015.06.29.,21804.09733,21804.09733,21167.987221,21623.715466
BUX,2015.06.30.,21613.290313,21903.133324,21549.204924,21903.133324
BUX,2015.07.01.,21898.194857,22245.649233,21806.493349,21875.858912
BUX,2015.07.02.,21948.554332,22126.087403,21893.436927,22005.692866
BUX,2015.07.03.,22055.165869,22106.467658,21825.971624,21873.782976
BUX,2015.07.06.,21872.462373,21872.462373,21525.825775,21753.358258
BUX,2015.07.07.,21803.479456,21904.794819,21378.096158,21400.72435
BUX,2015.07.08.,21383.741374,21486.430112,21297.540991,21367.322727
BUX,2015.07.09.,21403.24405,21812.017877,21388.736954,21734.717156
BUX,2015.07.10.,21897.198913,22099.222339,21892.357328,22064.460267
BUX,2015.07.13.,22075.88923,22224.308562,21979.607193,22098.767535
BUX,2015.07.14.,22028.450552,22167.384525,21888.822432,22144.474778
BUX,2015.07.15.,22102.808241,22333.693866,22080.661321,22285.043726
BUX,2015.07.16.,22266.408744,22534.080455,22245.258928,22507.227091
BUX,2015.07.17.,22506.676326,22534.675931,22381.296992,22490.22232
BUX,2015.07.20.,22449.097678,22550.337823,22382.559281,22475.889401
BUX,2015.07.21.,22486.94227,22631.131539,22446.425396,22576.278468
BUX,2015.07.22.,22532.803846,22532.803846,22358.683038,22374.160156
BUX,2015.07.23.,22380.035105,22448.011832,22308.942506,22315.452616
BUX,2015.07.24.,22315.975388,22444.495298,22292.525297,22384.050638
BUX,2015.07.27.,22372.649255,22372.649255,22107.805691,22151.401749
BUX,2015.07.28.,22150.575273,22431.194808,22143.618173,22381.97171
BUX,2015.07.29.,22412.217741,22508.294412,22264.468625,22321.538492
BUX,2015.07.30.,22321.392227,22586.40225,22321.392227,22537.664603
BUX,2015.07.31.,22530.366947,22633.079427,22472.582191,22588.985394
BUX,2015.08.03.,22605.435251,22668.236134,22547.382088,22615.867947
BUX,2015.08.04.,22604.118049,22634.07378,22467.088889,22553.43622
BUX,2015.08.05.,22555.667194,22795.620869,22555.16726,22781.337145
BUX,2015.08.06.,22772.592354,22813.730982,22383.501712,22420.837754
BUX,2015.08.07.,22432.723927,22544.524212,22421.07452,22492.783341
BUX,2015.08.10.,22479.089315,22543.854011,22435.97094,22543.854011
BUX,2015.08.11.,22515.277844,22558.516661,22261.228185,22282.398496
BUX,2015.08.12.,22206.767989,22206.767989,22070.861206,22202.009417
BUX,2015.08.13.,22275.753273,22499.354621,22272.385943,22493.56839
BUX,2015.08.14.,22537.869227,22602.611464,22237.329657,22300.928643
BUX,2015.08.17.,22328.763439,22346.36695,22210.323994,22281.445507
BUX,2015.08.18.,22227.933909,22237.118146,21990.201058,22002.427111
BUX,2015.08.19.,22023.896044,22156.238025,21922.240385,22120.257156
BUX,2015.08.24.,22070.472948,22070.472948,20517.191958,20778.285505
BUX,2015.08.25.,20821.222447,21633.444546,20821.222447,21389.348229
BUX,2015.08.26.,21405.834213,21412.476331,21182.924057,21190.853055
BUX,2015.08.27.,21384.801685,21584.492138,21384.801685,21511.151147
BUX,2015.08.28.,21589.100982,21595.842222,21191.780719,21333.90291
BUX,2015.08.31.,21276.000711,21398.665527,21185.9959,21395.946299
BUX,2015.09.01.,21299.981667,21435.452153,21122.844052,21122.944765
BUX,2015.09.02.,21120.874392,21299.792785,21022.661371,21173.049299
BUX,2015.09.03.,21223.298115,21584.75983,21223.298115,21584.75983
BUX,2015.09.04.,21544.946352,21554.414545,21269.083564,21335.785115
BUX,2015.09.07.,21354.878717,21453.621421,21302.09318,21335.267355
BUX,2015.09.08.,21359.400642,21359.400642,20941.970484,20952.52949
BUX,2015.09.09.,21080.287069,21230.397863,21080.287069,21106.957253
BUX,2015.09.10.,21071.035228,21306.506755,20993.474944,21306.506755
BUX,2015.09.11.,21252.628148,21281.366842,21074.396298,21083.052119
BUX,2015.09.14.,21115.026117,21247.644212,21096.524057,21219.232028
BUX,2015.09.15.,21189.735787,21261.790837,21040.356979,21126.964269
BUX,2015.09.16.,21152.455417,21258.111705,21034.809752,21107.423467
BUX,2015.09.17.,21130.216017,21172.285325,20889.89917,21040.862826
BUX,2015.09.18.,21093.932617,21285.398244,21026.432075,21119.26391
BUX,2015.09.21.,21090.259451,21238.831126,21061.812934,21238.831126
BUX,2015.09.22.,21236.277952,21311.999906,20716.652344,20717.919222
BUX,2015.09.23.,20737.702442,20946.254041,20687.220804,20687.220804
BUX,2015.09.24.,20717.579243,20848.577425,20525.830782,20610.764747
BUX,2015.09.25.,20651.965485,20939.280419,20651.965485,20831.021503
BUX,2015.09.28.,20861.189293,20882.770128,20584.358334,20666.722451
BUX,2015.09.29.,20645.037852,20940.635077,20452.902686,20932.822043
BUX,2015.09.30.,20960.943579,21047.114458,20827.939143,20893.955871
BUX,2015.10.01.,20893.937068,21043.210922,20890.338414,20956.852428
BUX,2015.10.02.,20957.556149,21034.805812,20759.9324,20793.580214
BUX,2015.10.05.,20824.029714,21080.782689,20824.029714,21040.052958
BUX,2015.10.06.,21058.319514,21187.148224,21014.987691,21152.440675
BUX,2015.10.07.,21153.668268,21389.354833,21140.72841,21371.111891
BUX,2015.10.08.,21346.565835,21610.815275,21274.218588,21610.815275
BUX,2015.10.09.,21608.379735,21970.799729,21576.698085,21941.417791
